1940 02 11 10,10,NaN,10000,0,15896,1,-588,1,NaN,NaN,NaN,NaN,NaN
1940 02 11 10,10,NaN,5000,0,20040,1,-582,1,NaN,NaN,NaN,NaN,NaN
1940 02 12 11,20,NaN,90000,0,949,1,-53,0,NaN,NaN,NaN,NaN,NaN
1940 02 12 11,20,NaN,80000,0,1865,1,-96,0,NaN,NaN,NaN,NaN,NaN
1940 02 12 11,10,NaN,70000,0,2889,1,-117,1,NaN,NaN,NaN,NaN,NaN
1940 02 12 11,20,NaN,60000,0,4053,1,-194,1,NaN,NaN,NaN,NaN,NaN
1940 02 12 11,10,NaN,50000,0,5381,1,-278,1,NaN,NaN,NaN,NaN,NaN
1940 02 12 11,10,NaN,40000,0,6956,1,-365,1,NaN,NaN,NaN,NaN,NaN
1940 02 12 11,10,NaN,30000,0,8897,1,-460,1,NaN,NaN,NaN,NaN,NaN
1940 02 12 11,10,NaN,20000,0,11519,1,-532,1,NaN,NaN,NaN,NaN,NaN
1940 02 12 11,10,NaN,10000,0,16016,1,-506,1,NaN,NaN,NaN,NaN,NaN
1940 02 13 10,20,NaN,90000,0,968,1,-156,0,NaN,NaN,NaN,NaN,NaN
1940 02 13 10,20,NaN,80000,0,1843,1,-224,0,NaN,NaN,NaN,NaN,NaN
1940 02 13 10,10,NaN,70000,0,2804,1,-273,1,NaN,NaN,NaN,NaN,NaN
1940 02 13 10,20,NaN,60000,0,3908,1,-337,1,NaN,NaN,NaN,NaN,NaN
1940 02 13 10,10,NaN,50000,0,5170,1,-387,1,NaN,NaN,NaN,NaN,NaN
1940 02 13 10,10,NaN,40000,0,6690,1,-416,1,NaN,NaN,NaN,NaN,NaN
1940 02 13 10,10,NaN,30000,0,8620,1,-453,1,NaN,NaN,NaN,NaN,NaN
1940 02 13 10,10,NaN,20000,0,11299,1,-474,1,NaN,NaN,NaN,NaN,NaN
1940 02 14 11,20,NaN,90000,0,919,1,-132,0,NaN,NaN,NaN,NaN,NaN
1940 02 14 11,20,NaN,80000,0,1822,1,-186,0,NaN,NaN,NaN,NaN,NaN
1940 02 14 11,10,NaN,70000,0,2808,1,-221,1,NaN,NaN,NaN,NaN,NaN
1940 02 14 11,20,NaN,60000,0,3932,1,-259,1,NaN,NaN,NaN,NaN,NaN
1940 02 14 11,10,NaN,50000,0,5231,1,-316,1,NaN,NaN,NaN,NaN,NaN
1940 02 14 11,10,NaN,40000,0,6787,1,-375,1,NaN,NaN,NaN,NaN,NaN
